seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr19	42637780	42637810	31	*	X06570	100422980	42637597	42637665	69	-	114	upstream	114	MIR4323
chr19	42637780	42637810	31	*	X06570	5452	42590262	42636625	46364	-	1154	upstream	1154	POU2F2
chr19	42638038	42638047	10	*	X06571	100422980	42637597	42637665	69	-	372	upstream	372	MIR4323
chr19	42638038	42638047	10	*	X06571	5452	42590262	42636625	46364	-	1412	upstream	1412	POU2F2
chr19	42827778	42827789	12	*	X06576	1954	42829761	42882921	53161	+	1971	upstream	1971	MEGF8
chr19	45172829	45172837	9	*	X06588	56971	45174724	45187627	12904	+	1886	upstream	1886	CEACAM19
chr19	45737745	45737753	9	*	X06596	90332	45715879	45737469	21591	-	275	upstream	275	EXOC3L2
chr19	46171005	46171015	11	*	X06608	2696	46171502	46185717	14216	+	486	upstream	486	GIPR
chr19	47924169	47924198	30	*	X06630	56917	47906375	47922785	16411	-	1383	upstream	1383	MEIS3
chr19	48896937	48896948	12	*	X06645	2906	48898132	48948188	50057	+	1183	upstream	1183	GRIN2D
chr19	48897440	48897451	12	*	X06646	2906	48898132	48948188	50057	+	680	upstream	680	GRIN2D
chr19	48897454	48897463	10	*	X06647	2906	48898132	48948188	50057	+	668	upstream	668	GRIN2D
chr19	48897515	48897529	15	*	X06648	2906	48898132	48948188	50057	+	602	upstream	602	GRIN2D
chr19	48897644	48897655	12	*	X06649	2906	48898132	48948188	50057	+	476	upstream	476	GRIN2D
chr19	49016363	49016372	10	*	X06653	114783	48988528	49016446	27919	-	0	inside	73	LMTK3
chr19	49524701	49524713	13	*	X06654	101059948	49521505	49522741	1237	-	1959	upstream	1959	LOC101059948
chr19	49561218	49561226	9	*	X06656	94027	49557531	49561008	3478	-	209	upstream	209	CGB7
chr19	49561218	49561226	9	*	X06656	94115	49550895	49559852	8958	-	1365	upstream	1365	CGB8
chr19	49576201	49576212	12	*	X06660	3743	49570675	49576198	5524	-	2	upstream	2	KCNA7
chr19	49577067	49577078	12	*	X06661	3743	49570675	49576198	5524	-	868	upstream	868	KCNA7
chr19	49927495	49927506	12	*	X06663	113091	49925671	49926698	1028	-	796	upstream	796	PTH2
chr19	51226072	51226081	10	*	X06695	6320	51226605	51228981	2377	+	523	upstream	523	CLEC11A
chr19	51413911	51413922	12	*	X06701	9622	51409608	51413994	4387	-	0	inside	71	KLK4
chr19	55866243	55866255	13	*	X06718	125965	55861070	55866463	5394	-	0	inside	207	COX6B2
chr19	55875451	55875459	9	*	X06719	284418	55866018	55874620	8603	-	830	upstream	830	FAM71E2
chr19	55882297	55882310	14	*	X06720	3589	55875750	55881831	6082	-	465	upstream	465	IL11
chr19	55955260	55955277	18	*	X06730	729956	55940105	55954230	14126	-	1029	upstream	1029	SHISA7
chr19	57182926	57182929	4	*	X06775	90485	57174020	57183123	9104	-	0	inside	193	ZNF835
chr19	59054183	59054192	10	*	X06776	10155	59055836	59062082	6247	+	1643	upstream	1643	TRIM28
chr2	288580	288589	10	*	X06778	285016	279561	288308	8748	-	271	upstream	271	ALKAL2
chr2	1749935	1749944	10	*	X06808	7837	1635659	1748291	112633	-	1643	upstream	1643	PXDN
chr2	2337019	2337028	10	*	X06813	23040	1792885	2335045	542161	-	1973	upstream	1973	MYT1L
chr2	7006527	7006536	10	*	X06834	129607	6980684	7006766	26083	-	0	inside	229	CMPK2
chr2	10183876	10183885	10	*	X06847	8462	10183682	10194963	11282	+	0	inside	193	KLF11
chr2	11810635	11810644	10	*	X06860	23620	11798304	11810329	12026	-	305	upstream	305	NTSR2
chr2	11810713	11810725	13	*	X06861	23620	11798304	11810329	12026	-	383	upstream	383	NTSR2
chr2	14772616	14772624	9	*	X06864	151354	14772810	14780168	7359	+	185	upstream	185	LRATD1
chr2	18057724	18057732	9	*	X06867	3790	18059114	18114225	55112	+	1381	upstream	1381	KCNS3
chr2	20646333	20646342	10	*	X06871	388	20646835	20649201	2367	+	492	upstream	492	RHOB
chr2	20646346	20646362	17	*	X06872	388	20646835	20649201	2367	+	472	upstream	472	RHOB
chr2	20866055	20866063	9	*	X06874	151449	20866424	20871250	4827	+	360	upstream	360	GDF7
chr2	23606577	23606585	9	*	X06876	114818	23608298	23931483	323186	+	1712	upstream	1712	KLHL29
chr2	24232116	24232124	9	*	X06878	388931	24232953	24247145	14193	+	828	upstream	828	MFSD2B
chr2	24347112	24347122	11	*	X06879	375189	24338244	24346151	7908	-	960	upstream	960	PFN4
chr2	25391798	25391807	10	*	X06885	5443	25383722	25391559	7838	-	238	upstream	238	POMC
chr2	26784855	26784876	22	*	X06889	339778	26785481	26802397	16917	+	604	upstream	604	FAM166C
chr2	26784878	26784900	23	*	X06890	339778	26785481	26802397	16917	+	580	upstream	580	FAM166C
chr2	26915758	26915768	11	*	X06891	3777	26915581	26954066	38486	+	0	inside	176	KCNK3
chr2	27071019	27071028	10	*	X06894	56896	27070969	27173219	102251	+	0	inside	49	DPYSL5
chr2	27341984	27342005	22	*	X06896	10669	27322221	27341995	19775	-	0	overlapStart	0	CGREF1
chr2	27342015	27342027	13	*	X06897	10669	27322221	27341995	19775	-	19	upstream	19	CGREF1
chr2	27342121	27342131	11	*	X06898	10669	27322221	27341995	19775	-	125	upstream	125	CGREF1
chr2	27342141	27342149	9	*	X06899	10669	27322221	27341995	19775	-	145	upstream	145	CGREF1
chr2	27342153	27342164	12	*	X06900	10669	27322221	27341995	19775	-	157	upstream	157	CGREF1
chr2	27719235	27719245	11	*	X06901	2646	27719706	27746550	26845	+	460	upstream	460	GCKR
chr2	27719235	27719245	11	*	X06901	64838	27714750	27718126	3377	-	1108	upstream	1108	FNDC4
chr2	28613881	28613889	9	*	X06906	2355	28615669	28639445	23777	+	1779	upstream	1779	FOSL2
chr2	28613989	28614004	16	*	X06907	2355	28615669	28639445	23777	+	1664	upstream	1664	FOSL2
chr2	30453609	30453617	9	*	X06921	81606	30454397	30482899	28503	+	779	upstream	779	LBH
chr2	30454164	30454177	14	*	X06922	81606	30454397	30482899	28503	+	219	upstream	219	LBH
chr2	38264731	38264739	9	*	X06925	101410544	38177477	38263484	86008	-	1246	upstream	1246	RMDN2-AS1
chr2	39188107	39188116	10	*	X06929	375196	39186429	39187485	1057	-	621	upstream	621	LOC375196
chr2	45168989	45169000	12	*	X06948	6496	45169037	45173216	4180	+	36	upstream	36	SIX3
chr2	45169042	45169055	14	*	X06949	6496	45169037	45173216	4180	+	0	inside	4	SIX3
chr2	54951061	54951069	9	*	X06973	400954	54952149	55199156	247008	+	1079	upstream	1079	EML6
chr2	54951918	54951926	9	*	X06974	400954	54952149	55199156	247008	+	222	upstream	222	EML6
chr2	66662068	66662079	12	*	X07004	4211	66662532	66799891	137360	+	452	upstream	452	MEIS1
chr2	66662068	66662079	12	*	X07004	730198	66650475	66660602	10128	-	1465	upstream	1465	MEIS1-AS3
chr2	66662302	66662311	10	*	X07005	4211	66662532	66799891	137360	+	220	upstream	220	MEIS1
chr2	66662302	66662311	10	*	X07005	730198	66650475	66660602	10128	-	1699	upstream	1699	MEIS1-AS3
chr2	71161493	71161503	11	*	X07018	525	71162998	71192561	29564	+	1494	upstream	1494	ATP6V1B1
chr2	72376360	72376374	15	*	X07032	56603	72356367	72374991	18625	-	1368	upstream	1368	CYP26B1
chr2	72376378	72376393	16	*	X07033	56603	72356367	72374991	18625	-	1386	upstream	1386	CYP26B1
chr2	72376395	72376414	20	*	X07034	56603	72356367	72374991	18625	-	1403	upstream	1403	CYP26B1
chr2	72376416	72376424	9	*	X07035	56603	72356367	72374991	18625	-	1424	upstream	1424	CYP26B1
chr2	72376429	72376437	9	*	X07036	56603	72356367	72374991	18625	-	1437	upstream	1437	CYP26B1
chr2	80532834	80532843	10	*	X07064	347730	80515481	80531487	16007	-	1346	upstream	1346	LRRTM1
chr2	85979315	85979333	19	*	X07070	84913	85980909	86018506	37598	+	1575	upstream	1575	ATOH8
chr2	86566210	86566223	14	*	X07073	65055	86441120	86565206	124087	-	1003	upstream	1003	REEP1
chr2	89065328	89065336	9	*	X07077	645784	89065419	89106109	40691	+	82	upstream	82	ANKRD36BP2
chr2	96810914	96810922	9	*	X07096	1844	96808908	96811179	2272	-	0	inside	256	DUSP2
chr2	96810961	96810970	10	*	X07097	1844	96808908	96811179	2272	-	0	inside	208	DUSP2
chr2	98961893	98961903	11	*	X07104	1261	98962618	99015064	52447	+	714	upstream	714	CNGA3
chr2	98961911	98961919	9	*	X07105	1261	98962618	99015064	52447	+	698	upstream	698	CNGA3
chr2	98962561	98962582	22	*	X07106	1261	98962618	99015064	52447	+	35	upstream	35	CNGA3
chr2	100938964	100938973	10	*	X07117	164832	100889753	100939195	49443	-	0	inside	221	LONRF2
chr2	102004128	102004137	10	*	X07124	200407	101964816	102003965	39150	-	162	upstream	162	CREG2
chr2	105468223	105468235	13	*	X07135	100506421	105421883	105467934	46052	-	288	upstream	288	PANTR1
chr2	105469036	105469052	17	*	X07136	100506421	105421883	105467934	46052	-	1101	upstream	1101	PANTR1
chr2	105469655	105469663	9	*	X07137	100506421	105421883	105467934	46052	-	1720	upstream	1720	PANTR1
chr2	105470839	105470850	12	*	X07138	5455	105471969	105473471	1503	+	1118	upstream	1118	POU3F3
chr2	109745436	109745445	10	*	X07152	344558	109745997	110262207	516211	+	551	upstream	551	SH3RF3
chr2	109745566	109745574	9	*	X07153	344558	109745997	110262207	516211	+	422	upstream	422	SH3RF3
chr2	112895556	112895567	12	*	X07163	129804	112895962	112945791	49830	+	394	upstream	394	FBLN7
chr2	119916642	119916650	9	*	X07190	165257	119913819	119916471	2653	-	170	upstream	170	C1QL2
chr2	119979970	119979978	9	*	X07191	55240	119981384	120023227	41844	+	1405	upstream	1405	STEAP3
chr2	121102552	121102563	12	*	X07196	3625	121103719	121109383	5665	+	1155	upstream	1155	INHBB
chr2	131112375	131112386	12	*	X07269	26469	131113580	131132982	19403	+	1193	upstream	1193	PTPN18
chr2	131113638	131113646	9	*	X07270	26469	131113580	131132982	19403	+	0	inside	57	PTPN18
chr2	131513141	131513149	9	*	X07271	205147	131513077	131525707	12631	+	0	inside	63	AMER3
chr2	136877001	136877009	9	*	X07295	7852	136871919	136875725	3807	-	1275	upstream	1275	CXCR4
chr2	137521205	137521214	10	*	X07299	80731	137523115	138435287	912173	+	1900	upstream	1900	THSD7B
chr2	137522529	137522537	9	*	X07300	80731	137523115	138435287	912173	+	577	upstream	577	THSD7B
chr2	137522565	137522574	10	*	X07301	80731	137523115	138435287	912173	+	540	upstream	540	THSD7B
chr2	145276453	145276463	11	*	X07324	100303491	145277181	145278465	1285	+	717	upstream	717	ZEB2-AS1
chr2	152955975	152955989	15	*	X07327	785	152689286	152955593	266308	-	381	upstream	381	CACNB4
chr2	152957413	152957422	10	*	X07328	785	152689286	152955593	266308	-	1819	upstream	1819	CACNB4
chr2	162271670	162271680	11	*	X07343	10716	162272620	162281573	8954	+	939	upstream	939	TBR1
chr2	162271682	162271696	15	*	X07344	10716	162272620	162281573	8954	+	923	upstream	923	TBR1
chr2	170218877	170218885	9	*	X07352	4036	169983619	170219122	235504	-	0	inside	236	LRP2
chr2	170219224	170219234	11	*	X07353	4036	169983619	170219122	235504	-	101	upstream	101	LRP2
chr2	170219258	170219268	11	*	X07354	4036	169983619	170219122	235504	-	135	upstream	135	LRP2
chr2	170219271	170219280	10	*	X07355	4036	169983619	170219122	235504	-	148	upstream	148	LRP2
chr2	170219347	170219361	15	*	X07356	4036	169983619	170219122	235504	-	224	upstream	224	LRP2
chr2	170219430	170219439	10	*	X07357	4036	169983619	170219122	235504	-	307	upstream	307	LRP2
chr2	170219456	170219471	16	*	X07358	4036	169983619	170219122	235504	-	333	upstream	333	LRP2
chr2	170335923	170335933	11	*	X07359	10324	170336006	170382772	46767	+	72	upstream	72	KLHL41
chr2	170335923	170335933	11	*	X07359	129880	170336006	170363165	27160	+	72	upstream	72	BBS5
chr2	171572616	171572625	10	*	X07360	440925	171568949	171571077	2129	-	1538	upstream	1538	LINC01124
chr2	171672606	171672614	9	*	X07362	2571	171673200	171717659	44460	+	585	upstream	585	GAD1
chr2	175189517	175189526	10	*	X07371	285084	175190755	175195370	4616	+	1228	upstream	1228	LINC01305
chr2	175549300	175549312	13	*	X07378	7456	175424302	175547627	123326	-	1672	upstream	1672	WIPF1
chr2	176956841	176956849	9	*	X07381	3239	176957532	176960666	3135	+	682	upstream	682	HOXD13
chr2	176992493	176992529	37	*	X07385	3234	176994422	176997423	3002	+	1892	upstream	1892	HOXD8
chr2	176993240	176993251	12	*	X07386	3234	176994422	176997423	3002	+	1170	upstream	1170	HOXD8
chr2	182545348	182545357	10	*	X07402	375298	182401401	182545392	143992	-	0	inside	34	CERKL
chr2	182545348	182545357	10	*	X07402	4760	182540833	182545392	4560	-	0	inside	34	NEUROD1
chr2	183731675	183731683	9	*	X07408	2487	183698005	183731498	33494	-	176	upstream	176	FRZB
chr2	190448516	190448549	34	*	X07413	30061	190425316	190448484	23169	-	31	upstream	31	SLC40A1
chr2	197458650	197458658	9	*	X07417	57520	197063977	197457335	393359	-	1314	upstream	1314	HECW2
chr2	198176085	198176096	12	*	X07419	91526	197831741	198175521	343781	-	563	upstream	563	ANKRD44
chr2	198176100	198176110	11	*	X07420	91526	197831741	198175521	343781	-	578	upstream	578	ANKRD44
chr2	207306986	207307003	18	*	X07441	8745	207308368	207485854	177487	+	1364	upstream	1364	ADAM23
chr2	213403465	213403482	18	*	X07443	2066	212240442	213403352	1162911	-	112	upstream	112	ERBB4
chr2	213403496	213403504	9	*	X07444	2066	212240442	213403352	1162911	-	143	upstream	143	ERBB4
chr2	217560772	217560788	17	*	X07448	3488	217536828	217560272	23445	-	499	upstream	499	IGFBP5
chr2	217560985	217560998	14	*	X07449	3488	217536828	217560272	23445	-	712	upstream	712	IGFBP5
chr2	217561001	217561010	10	*	X07450	3488	217536828	217560272	23445	-	728	upstream	728	IGFBP5
chr2	219261801	219261814	14	*	X07463	58190	219263061	219270664	7604	+	1246	upstream	1246	CTDSP1
chr2	219822978	219822991	14	*	X07464	8941	219824350	219826877	2528	+	1358	upstream	1358	CDK5R2
chr2	219867525	219867534	10	*	X07469	494324	219866367	219866430	64	-	1094	upstream	1094	MIR375
chr2	222438916	222438924	9	*	X07493	2043	222282747	222437010	154264	-	1905	upstream	1905	EPHA4
chr2	223288933	223288943	11	*	X07507	130367	223289322	223423617	134296	+	378	upstream	378	SGPP2
chr2	224905000	224905014	15	*	X07513	5270	224839765	224904036	64272	-	963	upstream	963	SERPINE2
chr2	229047008	229047018	11	*	X07518	80309	228844670	229046361	201692	-	646	upstream	646	SPHKAP
chr2	231902127	231902138	12	*	X07524	257407	231902281	231914427	12147	+	142	upstream	142	C2orf72
chr2	232791195	232791203	9	*	X07525	4880	232786805	232791038	4234	-	156	upstream	156	NPPC
chr2	233252430	233252438	9	*	X07533	347694	233250460	233251754	1295	-	675	upstream	675	ECEL1P2
chr2	233252468	233252480	13	*	X07534	347694	233250460	233251754	1295	-	713	upstream	713	ECEL1P2
chr2	234262768	234262768	1	*	X07555	8527	234263153	234380743	117591	+	384	upstream	384	DGKD
chr2	238394244	238394257	14	*	X07603	79083	238395053	238463961	68909	+	795	upstream	795	MLPH
chr2	238535569	238535577	9	*	X07604	9208	238536224	238690290	154067	+	646	upstream	646	LRRFIP1
chr2	239756070	239756078	9	*	X07608	117581	239756673	239832237	75565	+	594	upstream	594	TWIST2
chr2	241506312	241506320	9	*	X07636	57140	241508004	241518149	10146	+	1683	upstream	1683	RNPEPL1
chr2	241507252	241507260	9	*	X07637	57140	241508004	241518149	10146	+	743	upstream	743	RNPEPL1
chr20	326278	326282	5	*	X07704	80023	327370	335512	8143	+	1087	upstream	1087	NRSN2
chr20	590843	590853	11	*	X07709	6939	584637	590910	6274	-	0	inside	56	TCF15
chr20	591970	591980	11	*	X07710	6939	584637	590910	6274	-	1059	upstream	1059	TCF15
chr20	656737	656745	9	*	X07715	140809	627268	656823	29556	-	0	inside	77	SRXN1
chr20	656737	656745	9	*	X07715	85508	642240	656823	14584	-	0	inside	77	SCRT2
chr20	656847	656857	11	*	X07716	140809	627268	656823	29556	-	23	upstream	23	SRXN1
chr20	656847	656857	11	*	X07716	85508	642240	656823	14584	-	23	upstream	23	SCRT2
chr20	897251	897263	13	*	X07718	51378	853297	896960	43664	-	290	upstream	290	ANGPT4
chr20	897292	897301	10	*	X07719	51378	853297	896960	43664	-	331	upstream	331	ANGPT4
chr20	897305	897316	12	*	X07720	51378	853297	896960	43664	-	344	upstream	344	ANGPT4
chr20	983152	983164	13	*	X07721	343637	939096	982907	43812	-	244	upstream	244	RSPO4
chr20	983184	983197	14	*	X07722	343637	939096	982907	43812	-	276	upstream	276	RSPO4
chr20	1165250	1165265	16	*	X07725	55321	1161215	1165117	3903	-	132	upstream	132	TMEM74B
chr20	1165267	1165300	34	*	X07726	55321	1161215	1165117	3903	-	149	upstream	149	TMEM74B
chr20	1165442	1165451	10	*	X07727	55321	1161215	1165117	3903	-	324	upstream	324	TMEM74B
chr20	1165484	1165493	10	*	X07728	55321	1161215	1165117	3903	-	366	upstream	366	TMEM74B
chr20	1874702	1874710	9	*	X07738	140885	1874813	1920540	45728	+	102	upstream	102	SIRPA
chr20	2506195	2506203	9	*	X07739	79175	2462467	2505165	42699	-	1029	upstream	1029	ZNF343
chr20	2515434	2515442	9	*	X07740	117532	2517253	2622430	105178	+	1810	upstream	1810	TMC2
chr20	3711604	3711614	11	*	X07762	116835	3713317	3733758	20442	+	1702	upstream	1702	HSPA12B
chr20	3711641	3711650	10	*	X07763	116835	3713317	3733758	20442	+	1666	upstream	1666	HSPA12B
chr20	6034446	6034454	9	*	X07772	164312	6021192	6034726	13535	-	0	inside	271	LRRN4
chr20	6104880	6104901	22	*	X07773	55612	6055492	6104191	48700	-	688	upstream	688	FERMT1
chr20	6104904	6104939	36	*	X07774	55612	6055492	6104191	48700	-	712	upstream	712	FERMT1
chr20	6747535	6747543	9	*	X07775	650	6748745	6760910	12166	+	1201	upstream	1201	BMP2
chr20	13976604	13976616	13	*	X07786	80343	13830044	13975979	145936	-	624	upstream	624	SEL1L2
chr20	13976632	13976642	11	*	X07787	80343	13830044	13975979	145936	-	652	upstream	652	SEL1L2
chr20	13976665	13976675	11	*	X07788	80343	13830044	13975979	145936	-	685	upstream	685	SEL1L2
chr20	17205373	17205383	11	*	X07791	5126	17206752	17465222	258471	+	1368	upstream	1368	PCSK2
chr20	19192675	19192683	9	*	X07796	57419	19193290	19703541	510252	+	606	upstream	606	SLC24A3
chr20	20348755	20348764	10	*	X07800	3642	20348765	20351592	2828	+	0	upstream	0	INSM1
chr20	22567164	22567186	23	*	X07822	3170	22561642	22566101	4460	-	1062	upstream	1062	FOXA2
chr20	22567230	22567239	10	*	X07823	3170	22561642	22566101	4460	-	1128	upstream	1128	FOXA2
chr20	23030595	23030603	9	*	X07827	7056	23026270	23030301	4032	-	293	upstream	293	THBD
chr20	23434634	23434642	9	*	X07831	140880	23431041	23433482	2442	-	1151	upstream	1151	CST11
chr20	23434689	23434698	10	*	X07832	140880	23431041	23433482	2442	-	1206	upstream	1206	CST11
chr20	23434731	23434740	10	*	X07833	140880	23431041	23433482	2442	-	1248	upstream	1248	CST11
chr20	23434752	23434760	9	*	X07834	140880	23431041	23433482	2442	-	1269	upstream	1269	CST11
chr20	23434977	23434985	9	*	X07835	140880	23431041	23433482	2442	-	1494	upstream	1494	CST11
chr20	23435017	23435026	10	*	X07836	140880	23431041	23433482	2442	-	1534	upstream	1534	CST11
chr20	23435114	23435127	14	*	X07837	140880	23431041	23433482	2442	-	1631	upstream	1631	CST11
chr20	24448409	24448417	9	*	X07843	79953	24449835	24647167	197333	+	1417	upstream	1417	SYNDIG1
chr20	25129476	25129487	12	*	X07855	284798	25121434	25129426	7993	-	49	upstream	49	LOC284798
chr20	26189846	26189854	9	*	X07879	284801	26167655	26189869	22215	-	0	inside	14	MIR663AHG
chr20	26189846	26189854	9	*	X07879	724033	26188822	26188914	93	-	931	upstream	931	MIR663A
chr20	31594705	31594714	10	*	X07887	80341	31595384	31611515	16132	+	669	upstream	669	BPIFB2
chr20	33813288	33813300	13	*	X07891	10893	33814539	33864804	50266	+	1238	upstream	1238	MMP24
chr20	33813302	33813312	11	*	X07892	10893	33814539	33864804	50266	+	1226	upstream	1226	MMP24
chr20	34359047	34359055	9	*	X07897	51230	34359923	34538288	178366	+	867	upstream	867	PHF20
chr20	41818473	41818481	9	*	X07954	11122	40701392	41818557	1117166	-	0	inside	75	PTPRT
chr20	41818670	41818679	10	*	X07955	11122	40701392	41818557	1117166	-	112	upstream	112	PTPRT
chr20	41818684	41818693	10	*	X07956	11122	40701392	41818557	1117166	-	126	upstream	126	PTPRT
chr20	41819125	41819146	22	*	X07957	11122	40701392	41818557	1117166	-	567	upstream	567	PTPRT
chr20	43373577	43373586	10	*	X07962	60598	43374488	43380954	6467	+	901	upstream	901	KCNK15
chr20	43374566	43374575	10	*	X07963	60598	43374488	43380954	6467	+	0	inside	77	KCNK15
chr20	43440033	43440043	11	*	X07964	140730	43380445	43438979	58535	-	1053	upstream	1053	RIMS4
chr20	44034842	44034852	11	*	X07968	55861	44034633	44039250	4618	+	0	inside	208	DBNDD2
chr20	44937047	44937066	20	*	X07977	64405	44802372	44937137	134766	-	0	inside	70	CDH22
chr20	44937127	44937135	9	*	X07978	64405	44802372	44937137	134766	-	0	inside	1	CDH22
chr20	45337918	45337933	16	*	X07981	81031	45338279	45364985	26707	+	345	upstream	345	SLC2A10
chr20	45523349	45523357	9	*	X07982	2139	45523263	45817492	294230	+	0	inside	85	EYA2
chr20	50385499	50385507	9	*	X07996	10079	50213314	50384908	171595	-	590	upstream	590	ATP9A
chr20	50385562	50385572	11	*	X07997	10079	50213314	50384908	171595	-	653	upstream	653	ATP9A
chr20	57090013	57090021	9	*	X08035	149773	57090435	57194948	104514	+	413	upstream	413	APCDD1L-DT
chr20	57090013	57090021	9	*	X08035	164284	57034426	57089949	55524	-	63	upstream	63	APCDD1L
chr20	57426669	57426677	9	*	X08041	149775	57393973	57425958	31986	-	710	upstream	710	GNAS-AS1
chr20	57875362	57875386	25	*	X08043	1908	57875499	57901047	25549	+	112	upstream	112	EDN3
chr20	58508089	58508099	11	*	X08061	10388	58438618	58507209	68592	-	879	upstream	879	SYCP2
chr20	58508089	58508099	11	*	X08061	63939	58508819	58523702	14884	+	719	upstream	719	FAM217B
chr20	59826724	59826732	9	*	X08080	1002	59827482	60515673	688192	+	749	upstream	749	CDH4
chr20	60796471	60796479	9	*	X08148	11255	60790017	60795323	5307	-	1147	upstream	1147	HRH3
chr20	61147774	61147782	9	*	X08154	128826	61147660	61167971	20312	+	0	inside	113	MIR1-1HG
chr20	61272916	61272927	12	*	X08155	28231	61273797	61303647	29851	+	869	upstream	869	SLCO4A1
chr20	61273325	61273333	9	*	X08156	28231	61273797	61303647	29851	+	463	upstream	463	SLCO4A1
chr20	61340166	61340174	9	*	X08157	4923	61340189	61394123	53935	+	14	upstream	14	NTSR1
chr20	61448149	61448159	11	*	X08158	1299	61448414	61472511	24098	+	254	upstream	254	COL9A3
chr20	61638584	61638592	9	*	X08167	128408	61637331	61638387	1057	-	196	upstream	196	BHLHE23
chr20	61639413	61639423	11	*	X08168	128408	61637331	61638387	1057	-	1025	upstream	1025	BHLHE23
chr20	61639413	61639423	11	*	X08168	63930	61640735	61716423	75689	+	1311	upstream	1311	LINC01749
chr20	61808545	61808554	10	*	X08178	406909	61809852	61809938	87	+	1297	upstream	1297	MIR124-3
chr20	61808561	61808570	10	*	X08179	406909	61809852	61809938	87	+	1281	upstream	1281	MIR124-3
chr20	61808613	61808621	9	*	X08180	406909	61809852	61809938	87	+	1230	upstream	1230	MIR124-3
chr20	61808800	61808821	22	*	X08181	406909	61809852	61809938	87	+	1030	upstream	1030	MIR124-3
chr20	61808823	61808831	9	*	X08182	406909	61809852	61809938	87	+	1020	upstream	1020	MIR124-3
chr20	61809551	61809561	11	*	X08183	406909	61809852	61809938	87	+	290	upstream	290	MIR124-3
chr20	61885527	61885538	12	*	X08184	100192386	61885330	61892967	7638	+	0	inside	196	FLJ16779
chr20	61887510	61887518	9	*	X08185	128414	61872136	61885892	13757	-	1617	upstream	1617	NKAIN4
chr21	18985755	18985763	9	*	X08216	10950	18965968	18985268	19301	-	486	upstream	486	BTG3
chr21	22369644	22369652	9	*	X08218	4685	22370633	22912517	541885	+	980	upstream	980	NCAM2
chr21	26934223	26934232	10	*	X08219	114614	26934457	26947480	13024	+	224	upstream	224	MIR155HG
chr21	26934691	26934700	10	*	X08220	114614	26934457	26947480	13024	+	0	inside	233	MIR155HG
chr21	31312422	31312448	27	*	X08228	2897	30909254	31312282	403029	-	139	upstream	139	GRIK1
chr21	31312459	31312468	10	*	X08229	2897	30909254	31312282	403029	-	176	upstream	176	GRIK1
chr21	31312471	31312491	21	*	X08230	2897	30909254	31312282	403029	-	188	upstream	188	GRIK1
chr21	33766500	33766508	9	*	X08233	9875	33683330	33765312	81983	-	1187	upstream	1187	URB1
chr21	33784628	33784636	9	*	X08234	59271	33784752	33887697	102946	+	115	upstream	115	EVA1C
chr21	38446375	38446386	12	*	X08250	51227	38437664	38445458	7795	-	916	upstream	916	PIGP
chr21	42792124	42792132	9	*	X08290	4599	42792520	42831141	38622	+	387	upstream	387	MX1
chr21	43188127	43188136	10	*	X08292	54101	43159529	43187249	27721	-	877	upstream	877	RIPK4
chr21	45078616	45078624	9	*	X08331	23076	45079432	45115960	36529	+	807	upstream	807	RRP1B
chr21	45284872	45284881	10	*	X08332	56894	45285116	45407475	122360	+	234	upstream	234	AGPAT3
chr21	45718477	45718485	9	*	X08333	5211	45719925	45747261	27337	+	1439	upstream	1439	PFKL
chr21	46132635	46132643	9	*	X08349	54084	45917775	46131495	213721	-	1139	upstream	1139	TSPEAR
chr21	46340153	46340166	14	*	X08352	100505746	46340950	46349595	8646	+	783	upstream	783	ITGB2-AS1
chr21	46340183	46340194	12	*	X08353	100505746	46340950	46349595	8646	+	755	upstream	755	ITGB2-AS1
chr21	46823464	46823474	11	*	X08358	80781	46825097	46933634	108538	+	1622	upstream	1622	COL18A1
chr21	46823523	46823533	11	*	X08359	80781	46825097	46933634	108538	+	1563	upstream	1563	COL18A1
chr21	46823548	46823556	9	*	X08360	80781	46825097	46933634	108538	+	1540	upstream	1540	COL18A1
chr21	46823580	46823589	10	*	X08361	80781	46825097	46933634	108538	+	1507	upstream	1507	COL18A1
chr21	47517090	47517102	13	*	X08394	1292	47518033	47552763	34731	+	930	upstream	930	COL6A2
chr22	18593330	18593338	9	*	X08395	51807	18593453	18614498	21046	+	114	upstream	114	TUBA8
chr22	19743688	19743698	11	*	X08409	6899	19744226	19771112	26887	+	527	upstream	527	TBX1
chr22	24111622	24111632	11	*	X08509	400916	24108021	24110141	2121	-	1480	upstream	1480	CHCHD10
chr22	24892342	24892371	30	*	X08512	646023	24825178	24890783	65606	-	1558	upstream	1558	ADORA2A-AS1
chr22	24892374	24892396	23	*	X08513	646023	24825178	24890783	65606	-	1590	upstream	1590	ADORA2A-AS1
chr22	25959768	25959777	10	*	X08516	157	25960861	26125258	164398	+	1083	upstream	1083	GRK3
chr22	28198833	28198844	12	*	X08536	4330	28144265	28197486	53222	-	1346	upstream	1346	MN1
chr22	28198853	28198864	12	*	X08537	4330	28144265	28197486	53222	-	1366	upstream	1366	MN1
chr22	28198873	28198894	22	*	X08538	4330	28144265	28197486	53222	-	1386	upstream	1386	MN1
chr22	29601000	29601007	8	*	X08544	129080	29601901	29655586	53686	+	893	upstream	893	EMID1
